ID,FLAG,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Quoted Tweet,Reviewer,Review
45-199,ACCEPT,3/31/2023 0:06:17,https://twitter.com/monkeyboo96/status/1580491652820389888,45,"Narte, Jeric",ECON,"Misinformation regarding the country's inflation and weakening peso
","peso, weak, dollar, strong",@monkeyboo96,mönkêy☆｡◕‿◕｡☆Bôö,,Anonymous,2009-10-06 15:03:22+00:00,861,1095,Philippines,Hindi weak ang peso ah. Strong lang ang dollar. Tandaan nyo yan 🤣,,"Text,Quote",2022-10-13 09:32:28+00:00,, Rational,0,0,0,0,Unidentified,NEED CONTEXT,https://verafiles.org/articles/vera-files-fact-check-sandro-marcos-inaccurately-attributes-weakening-of-peso-solely-to-strong-dollar,,https://twitter.com/ABSCBNNews/status/1580491029572190210,,
45-200,REJECT,,https://twitter.com/dyvilcart/status/1580490638424158208,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@dyvilcart,dy,bns | stan acc for ateez #윤호,ERROR,2022-05-03 18:08:51+00:00,146,318,,"""the peso is not weak, because the peso is weak. the peso is weak because the dollar is strong"" tanginang buhay 'to 😭😭😭",,,2022-10-13 09:28:26+00:00,,,0,0,0,0,Unidentified,ERROR,,,https://twitter.com/khjholdings/status/1580484704968769537,,
45-201,REJECT,,https://twitter.com/oyyny/status/1580489262356566019,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@oyyny,Neange Lil D,to whom it may concern: Notifications from people who haven't confirmed their email addresses nor their phone numbers are muted.,ERROR,2009-11-02 17:35:01+00:00,431,396,,The peso is weak because the dollar is strong 🤝 “well she only because she was on her period” https://t.co/NugytkBcwv,,,2022-10-13 09:22:58+00:00,,,0,1,0,0,Unidentified,ERROR,,,No Quoted,,
45-202,ACCEPT,3/31/2023 0:21:02,https://twitter.com/apeofculture/status/1580488820276928512,74,"Narte, Jeric",ECON,"Misinformation regarding the country's inflation and weakening peso
","peso, weak, dollar, strong",@apeofculture,아얘수 랄브,Ape of Culture,Anonymous,2021-08-11 06:07:59+00:00,116,50,Philippines,"Peso is weak because the dollar is strong, and dollar is strong because it's one of the safest currency in the world. So, here I am putting some savings in USDT (Tether) Stablecoin. Because I won't let my hard-earned money be beaten by this worldwide inflation. #Cryptocurency",,"Text,Quote",2022-10-13 09:21:13+00:00,, Rational,0,0,0,0,Unidentified,NEED CONTEXT,https://verafiles.org/articles/vera-files-fact-check-sandro-marcos-inaccurately-attributes-weakening-of-peso-solely-to-strong-dollar,,No Quoted,,
45-203,ACCEPT,3/31/2023 0:22:22,https://twitter.com/minkicart/status/1580485909534756864,74,"Narte, Jeric",ECON,"Misinformation regarding the country's inflation and weakening peso
","peso, weak, dollar, strong",@minkicart,࣪ ˖ . nyx | Yunho Day!🦮,⌗ — ꒰ buying • selling • trading • rcbyt ꒱ for #민기 and #여상,Anonymous,2021-02-23 08:06:53+00:00,277,814,Philippines,I would like to make one thing clear... the peso is not weak because the peso is weak. The peso is weak because the dollar is strong,,"Text,Quote",2022-10-13 09:09:39+00:00,, Rational,2,1,0,0,Unidentified,NEED CONTEXT,https://verafiles.org/articles/vera-files-fact-check-sandro-marcos-inaccurately-attributes-weakening-of-peso-solely-to-strong-dollar,,https://twitter.com/khjholdings/status/1580484704968769537,,
45-204,REJECT,,https://twitter.com/BGYOMalakas/status/1580485343152730113,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@BGYOMalakas,ACEdfghjkl🤍💎,"An ACEs,
Always will be.",ERROR,2020-11-23 12:04:31+00:00,496,464,,"Best thing na sinabi ni coach Sherwin kanina is, ""Kung may receive, okay tayo. Kung walang walang receive, okay lang din."" 
It gives me the ""Peso is weak not because dollar is strong"" vibes HAHAHHAHA

#PVL2022",,,2022-10-13 09:07:24+00:00,,,4,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-205,REJECT,,https://twitter.com/lattejjong/status/1580485257169887234,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@lattejjong,ecks ˙ᵕ˙,☕🐻,ERROR,2021-03-19 03:59:12+00:00,184,349,,"""the peso is not weak, because the peso is weak. The peso is weak because the dollar is strong""",,,2022-10-13 09:07:03+00:00,,,6,0,0,0,Unidentified,ERROR,,,https://twitter.com/khjholdings/status/1580484704968769537,,
45-206,ACCEPT,3/31/2023 0:23:48,https://twitter.com/HeySyao/status/1580477629278265345,45,"Narte, Jeric",ECON,"Misinformation regarding the country's inflation and weakening peso
","peso, weak, dollar, strong",@HeySyao,Sheila Miranda-Hernandez,Shoujo/Josei manga junkie. Obsessed with home makeover shows & organizing spaces. Likes cats too much. @syao@mastodon.world,Identified,2014-03-30 10:25:46+00:00,202,387,Philippines,"Apples and oranges. ""Unselfless"" is a prescriptive grammar nitpick. ""Weak peso-strong dollar"" is a poorly explained logical argument, hence the unintended comical effect.

You know what bias truly is though? Blatantly low-brow whataboutism from a supposed intellectual.",,"Text,Quote",2022-10-13 08:36:45+00:00,, Rational,5,0,0,0,Unidentified,FACT,,,https://twitter.com/ruminarist/status/1580382301589938177,,
45-207,ACCEPT,3/31/2023 0:24:37,https://twitter.com/theyoungarif/status/1580475733004079105,45,"Narte, Jeric",ECON,"Misinformation regarding the country's inflation and weakening peso
","peso, weak, dollar, strong",@theyoungarif,𝙰𝚁𝙸𝙵 ☄️,"It is never too late to be the person you want to be. INTJ-A; CPA, UP Law student. 📩DM for accounting/tax consult.",Identified,2009-09-27 07:12:45+00:00,270,636,Unidentified,The peso is not weak because the peso is weak. The peso is weak because the dollar is strong.,,"Text,Quote",2022-10-13 08:29:13+00:00,, Rational,1,0,0,0,Unidentified,NEED CONTEXT,https://verafiles.org/articles/vera-files-fact-check-sandro-marcos-inaccurately-attributes-weakening-of-peso-solely-to-strong-dollar,,https://twitter.com/ABSCBNNews/status/1580470462077104129,,
45-208,REJECT,,https://twitter.com/gheron_/status/1580466517434847237,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@gheron_,ghe,anti-anti-people / Jah / never lose control / Wolf Haley / LBJ23👑#TheChosenOne,ERROR,2013-03-02 11:51:20+00:00,643,809,,Peso is not weak because the Dollar is strong? I mean gets pero why do we have to settle as if nobody is suffering from inflation? Basta ma defend nalang okay na??? Kinginang mga utak talaga yan,,,2022-10-13 07:52:36+00:00,,,1,1,0,0,Unidentified,ERROR,,,No Quoted,,
45-209,REJECT,,https://twitter.com/KINGCar87764797/status/1580447775279353856,75,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@KINGCar87764797,Carl #AngatBuhay,PILIPINAS ang aking Mahal❤,ERROR,2020-06-13 00:24:00+00:00,391,142,," PESO IS WEAK BECAUSE THE DOLLAR IS STRONG ' 

Nasuplak ka tuloy ni Senator Ping, "" Marami ka pang kakaining bigas"" Jake Zairus este Sandro. 😁😂 https://t.co/KEyxWFr4tg",,,2022-10-13 06:38:07+00:00,,,0,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-210,REJECT,,https://twitter.com/cebudailynews/status/1580445934663528448,75,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@cebudailynews,CDN Digital,The official Twitter account of Cebu's only independent digital news portal.,ERROR,2009-06-18 07:57:36+00:00,669,372059,,"THE PESO IS WEAK BECAUSE OTHER CURRENCIES ARE STRONG' 

LOOK: Former senator Panfilo Lacson tweeted this following Ilocos Norte Rep. Sandro Marcos’ remark comparing the Philippine peso to the US dollar. | via https://t.co/X1mtCxpmDT #CDNDigital https://t.co/F5chImpuy1",,,2022-10-13 06:30:48+00:00,,,0,1,0,0,Unidentified,ERROR,,,No Quoted,,
45-211,REJECT,,https://twitter.com/DigongStanPH/status/1580445166132813825,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@DigongStanPH,Rodrigo Duterte Stan 🇵🇭,Progressive Conservative. Forgotten Catholic. Pro-Federalism. Pro-Life. Anti-establishmentarian. (Not affiliated with ex Pres. Duterte),ERROR,2022-08-16 09:34:14+00:00,57,27,,"This quote shows you that you only need basic economics lesson to understand what Sandro says regarding the ""weak peso, strong dollar"" statement.",,,2022-10-13 06:27:45+00:00,,,1,0,0,0,Unidentified,ERROR,,,https://twitter.com/vpsison/status/1580402899993042945,,
45-212,REJECT,,https://twitter.com/GaitePaulyn/status/1580443340046471169,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@GaitePaulyn,PopayTer,"Pinay, Panganay, Nanay",ERROR,2021-11-13 11:12:24+00:00,97,12,,"Is the Peso really weak because the dollar is strong? Then why is it in the red (falling relative value within the 1-year period) vs 8 out of 9 fellow ASEAN country currencies? Second kulelat?(Screenshots mine, taken today. Try it.) https://t.co/92cUskFjfn",,,2022-10-13 06:20:30+00:00,,,0,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-213,REJECT,,https://twitter.com/JobelleNocon/status/1580442959408877568,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@JobelleNocon,bjllncn,.....,ERROR,2021-07-27 05:41:18+00:00,1,2,,"arguments between peso is not weak, but because the dollar is strong.",,,2022-10-13 06:18:59+00:00,,,0,0,0,1,Unidentified,ERROR,,,No Quoted,,
45-214,REJECT,,https://twitter.com/sljck_ck/status/1580442679967899648,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@sljck_ck,chlokey,Anji | Social rants | idc leave me alone,ERROR,2020-02-09 08:25:56+00:00,111,100,,"I hate marcoses but when you attacked them for something they said because you don't understand the subjects they are talking, you are telling the whole 31M who voted them they did something good.

Stop making fun of yourselves.

I agree the peso is weak bc the dollar is strong",,,2022-10-13 06:17:52+00:00,,,5,1,0,0,Unidentified,ERROR,,,No Quoted,,
45-215,REJECT,,https://twitter.com/heyxel21/status/1580440952782479360,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@heyxel21,Hazel,Proverbs 3:5-12 *5H*CC1* sar•casm (n) * Primum Regnum Dei * 4|5|17 *3|6|18* 블링크😉*REVELUV*믿지*ORAGON,ERROR,2009-09-17 05:19:27+00:00,212,232,,"Problem solved. Lol i was trying to buy using Won but I couldn’t unless I’m using korean cc so I bought it in Yen, bc  the peso is weak bc the dollar is strong  keme",,,2022-10-13 06:11:00+00:00,,,0,1,0,0,Unidentified,ERROR,,,https://twitter.com/heyxel21/status/1580428720002633729,,
45-216,REJECT,,https://twitter.com/MauRuadil/status/1580438954733875200,76,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@MauRuadil,mau,Rose-colored girl 🌹,ERROR,2015-03-08 20:13:03+00:00,179,211,,"peso not weak, dollar is strong kuno yet, USD vs AED remains the same while AED vs PHP is making us bank 🤑 Dasurvvv",,,2022-10-13 06:03:04+00:00,,,0,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-217,REJECT,,https://twitter.com/ilajoybabydagul/status/1580437072124719105,76,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@ilajoybabydagul,tsuchay,,ERROR,2010-11-08 16:19:23+00:00,298,199,,"ngayon ang dami namang economist dahil sa statement na:
The peso is not weak, because the peso is weak. The peso is weak because the dollar is strong,

ur get’n mad hindi dhl sa statement pero sa kung sino ang nagsbe nito😂 aminin .",,,2022-10-13 05:55:35+00:00,,,0,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-218,REJECT,,https://twitter.com/amnrsaa/status/1580434154532982784,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@amnrsaa,joy toda werld 🫥,major in foodpanda voucher management,ERROR,2016-05-30 01:00:10+00:00,259,628,,"ako lang kuno only child sa bilog namon nga bloodline haha wat eaf the peso is weak not because the peso is weak the peso is weak because the dollar is strong fei shang, gao shing, chi, shishyang, chonghu, guaja, jushi, xijingpin, chunguju, frelupin, tashir, wangshilian",,,2022-10-13 05:44:00+00:00,,,1,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-219,REJECT,,https://twitter.com/marisavursulum/status/1580431360514088960,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@marisavursulum,Marisa Ursulum,"""The ONLY WAY is UP🖕💗💗💗and the BEST WAY is GODS WAY🙏💞💞💞.""",ERROR,2021-10-09 04:54:34+00:00,51,61,,The peso is weak because BBM is a  weak leader. The dollar is strong because Biden is a strong leader.. Di ba pwedeng ganito na lang Sandro ang explanation mo?,,,2022-10-13 05:32:53+00:00,,,0,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-220,REJECT,,https://twitter.com/markyramonego/status/1580428184813641728,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@markyramonego,Marky Ramone Go,"Travel Writer who only dance to the Clash' Guns of Brixton

oh, and Leni is my President.",ERROR,2009-04-03 08:09:45+00:00,802,1797,,The Peso is not weak because the dollar is strong. The peso is weak because our leadership is weak.,,,2022-10-13 05:20:16+00:00,,,0,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-221,REJECT,,https://twitter.com/reportrdotworld/status/1580424076140908546,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@reportrdotworld,reportr,News you can use • Visit reportr.world to find news that matters to you. Published by @SummitMedia_PH,ERROR,2020-04-07 09:28:11+00:00,39,844,,"Yes, the peso is weak, in part due to the strong dollar.
https://t.co/T2HJr5TT2I",,,2022-10-13 05:03:57+00:00,,,0,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-222,REJECT,3/31/2023 1:14:29,https://twitter.com/margeannep/status/1580420432867774464,45,"Narte, Jeric",ECON,"Misinformation regarding the country's inflation and weakening peso
","peso, weak, dollar, strong",@margeannep,Marga | Military Wife ☀️,in this bangtan sht for life. periodt.,Anonymous,2010-05-30 04:25:06+00:00,724,1501,Philippines,"Actually Sandro explained why the peso is weak blah blah and dollar strong na ginawang “meme”. A financial analyst said tama yun statement, apparently what we saw kay spliced vid ra diay, and unfinished statement. A portion ra, and dami nag bash sakanya. ANG TATALINO NAMAN PALA🤗",,Text,2022-10-13 04:49:28+00:00,, Rational,7,3,0,0,Unidentified,NEED CONTEXT,,,No Quoted,,
45-223,HELP,,https://twitter.com/iamejay_07/status/1580418779791519745,77,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@iamejay_07,이제이 (Ejay Harn),Proud Member of the Church of God International since 2009 🥰 IG: ejayharn_07,ERROR,2014-03-25 08:15:48+00:00,314,577,,"I'm sorry but for those who don't understand the phrase, ""The peso is not weak because the peso is weak. The peso is weak because the dollar is strong"", you may need to watch the whole video statement for you to get it.",,,2022-10-13 04:42:54+00:00,,,0,1,0,0,Unidentified,ERROR,,,No Quoted,,
45-224,REJECT,,https://twitter.com/msnph/status/1580416989650001920,77,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@msnph,MSN Philippines,"For the Pinoy community, bringing the latest in national and international news, sports, entertainment, lifestyle and business. Keeping you informed.",ERROR,2013-03-12 10:10:57+00:00,62,2921,,Why the Dollar is Strong and the Peso is Weak Alongside the World's Currencies https://t.co/FNSN7pnDqk https://t.co/VeyZsh0pco,,,2022-10-13 04:35:47+00:00,,,0,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-225,REJECT,,https://twitter.com/krstiten/status/1580416987465125888,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@krstiten,wormy,"if one thing had been different, would everything be different today?",ERROR,2018-07-15 04:38:44+00:00,479,215,,my mom asked me about the peso is weak bc dollar is strong shit 😭😭 bakit daw paulit ulit nyang nakikita yon sa fb oarhiwghsg,,,2022-10-13 04:35:47+00:00,,,0,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-226,REJECT,,https://twitter.com/syltrltgtr/status/1580411853871624193,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@syltrltgtr,seeyalaterlitigator #KAKAMPWET,"INFJ-A #ATTYverySOON
Papasa sa #CaguiWOWBar #GetThatBar2022",ERROR,2021-02-14 06:48:27+00:00,1266,1630,,"Those other currencies you listed, Chief, are strong against the US Dollar. They are not weak. Not like the Philippine Peso at all.",,,2022-10-13 04:15:23+00:00,,,6,1,2,0,Unidentified,ERROR,,,https://twitter.com/iampinglacson/status/1580322952553279488,,
45-227,REJECT,,https://twitter.com/psydelle_quaint/status/1580411415961423874,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@psydelle_quaint,psydelle,old soul 🍂,ERROR,2021-05-11 11:21:23+00:00,89,23,,"Financial Management Exam on essay part:

As financial analyst or financial manager, what can you say about ""The peso is not weak because the peso is weak. The peso is weak because the dollar is strong.""

😭😭😭😭😭",,,2022-10-13 04:13:38+00:00,,,0,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-228,HELP,,https://twitter.com/bugoksksksk/status/1580409579699023872,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@bugoksksksk,chrisalie,my twitter is basically a diary of impulsive thoughts 🙃,ERROR,2017-09-27 04:27:05+00:00,160,110,,"They're making ""the peso is weak because the dollar is strong."" as an excuse to cover up their incompetence (lack of plans) instead of alleviating its impacts. Hayst narcos pa",,,2022-10-13 04:06:21+00:00,,,1,0,0,0,Unidentified,ERROR,,,https://twitter.com/raf_ignacio/status/1580205502826704896,,
